date,name,id,hazardous,absolute_magnitude_h,diameter_min_m,diameter_max_m,miss_distance_km,velocity_km_s
2025-12-15,(2025 WA3),54563249,True,20.753,187.9121997763,420.1844525012,3405160.764179993,19.4162765411
2025-12-10,(1983 LC),3005806,True,19.45,342.41673084,765.6670867916,73954182.27701342,32.9562223991
2025-12-10,(2021 NQ5),54169406,True,21.13,157.96285576,353.2156833994,22658284.920352962,9.6378356688
